,S.No,Class,Subject,Total projected demands,Books actually received by blocks,% of recieved books,%Pendency
32,"                                32
                            ",8,English - Sanskrit (Surabhi)-8,75, , , 
33,"                                33
                            ",8,English - Science-8,135, , , 
34,"                                34
                            ",8,English - Social Science-8,135, , , 
35,"                                35
                            ",1,Hindi - BHASHA BHARTI-1,7645, , , 
36,"                                36
                            ",1,Hindi - GANIT -1,7645, , , 
37,"                                37
                            ",1,Hindi - Language-English READER ( GENERAL SERIES) -1,7645, , , 
38,"                                38
                            ",2,Hindi - BHASHA BHARTI-2,7811, , , 
39,"                                39
                            ",2,Hindi - GANIT -2,7811, , , 
40,"                                40
                            ",2,Hindi - Language-English READER ( GENERAL SERIES)-2,7811, , , 
41,"                                41
                            ",3,Hindi - BHASHA BHARTI (SPECIAL)-3,6840, , , 
42,"                                42
                            ",3,Hindi - ENVIRONMENTAL STUDY-3,6840, , , 
43,"                                43
                            ",3,Hindi - GANIT -3,6840, , , 
44,"                                44
                            ",3,Hindi - Language-English READER ( GENERAL SERIES) -3,6840, , , 
45,"                                45
                            ",4,Hindi - BHASHA BHARTI ,11576, , , 
46,"                                46
                            ",4,Hindi - ENVIRONMENTAL STUDY-4,11576, , , 
47,"                                47
                            ",4,Hindi - GANIT -4,11576, , , 
48,"                                48
                            ",4,Hindi - Language-English READER ( GENERAL SERIES) -4,11576, , , 
49,"                                49
                            ",5,Hindi - BHASHA BHARTI (SPECIAL),10125, , , 
50,"                                50
                            ",5,Hindi - ENVIRONMENTAL STUDY-5,10125, , , 
51,"                                51
                            ",5,Hindi - GANIT -5,10125, , , 
52,"                                52
                            ",5,Hindi - Language-English READER ( GENERAL SERIES) -5,10125, , , 
53,"                                53
                            ",6,Hindi - BHASHA BHARTI-6,7945, , , 
54,"                                54
                            ",6,Hindi - GANIT -6,7945, , , 
55,"                                55
                            ",6,Hindi - Language-English READER ( GENERAL SERIES) -6,7945, , , 
56,"                                56
                            ",6,Hindi - SAHAYAK WACHAN-6,7945, , , 
57,"                                57
                            ",6,Hindi - SCIENCE-6 ,7945, , , 
58,"                                58
                            ",6,Hindi - SOCIAL SCIENCE-6,7945, , , 
59,"                                59
                            ",6,Hindi - SURBHI-6,7945, , , 
60,"                                60
                            ",7,Hindi - BHASHA BHARTI -7,6800, , , 
61,"                                61
                            ",7,Hindi - GANIT -7,6800, , , 
62,"                                62
                            ",7,Hindi - Language-English READER ( GENERAL SERIES) -7,6800, , , 
63,"                                63
                            ",7,Hindi - SAHAYAK WACHAN-7,6800, , , 
64,"                                64
                            ",7,Hindi - SCIENCE-7 ,6800, , , 
65,"                                65
                            ",7,Hindi - SOCIAL SCIENCE-7,6800, , , 
66,"                                66
                            ",7,Hindi - SURBHI-7,6800, , , 
67,"                                67
                            ",8,Hindi - BHASHA BHARTI (SPECIAL),5525, , , 
68,"                                68
                            ",8,Hindi - GANIT -8,5525, , , 
69,"                                69
                            ",8,Hindi - Language-English READER ( GENERAL SERIES) -8,5525, , , 
70,"                                70
                            ",8,Hindi - SAHAYAK WACHAN-8,5525, , , 
71,"                                71
                            ",8,Hindi - SCIENCE-8,5525, , , 
72,"                                72
                            ",8,Hindi - SOCIAL SCIENCE-8,5525, , , 
73,"                                73
                            ",8,Hindi - SURBHI-8,5525, , , 
74,"                                74
                            ",1,Marathi - Language-English Reader (General Series) -1,75, , , 
75,"                                75
                            ",1,Marathi - Language-Marathi-1,75, , , 
76,"                                76
                            ",1,Marathi - Maths-1,75, , , 
77,"                                77
                            ",2,Marathi - Language-English Reader (General Series) -2,40, , , 
78,"                                78
                            ",2,Marathi - Language-Marathi-2,75, , , 
79,"                                79
                            ",2,Marathi - Maths-2,40, , , 
80,"                                80
                            ",3,Marathi - EVS-3,40, , , 
81,"                                81
                            ",3,Marathi - General Hindi-3,40, , , 
82,"                                82
                            ",3,Marathi - Language-English Reader (General Series) -3,40, , , 
83,"                                83
                            ",3,Marathi - Language-Marathi-3,40, , , 
84,"                                84
                            ",3,Marathi - Maths-3,40, , , 
85,"                                85
                            ",4,Marathi - EVS-4, , , , 
86,"                                86
                            ",4,Marathi - Language-English Reader (General Series) -4, , , , 
87,"                                87
                            ",4,Marathi - Language-Marathi-4, , , , 
88,"                                88
                            ",4,Marathi - Maths-4, , , , 
89,"                                89
                            ",5,Marathi - EVS-5, , , , 
90,"                                90
                            ",5,Marathi - Hindi General -5, , , , 
91,"                                91
                            ",5,Marathi - Language-English Reader (General Series) -3, , , , 
92,"                                92
                            ",5,Marathi - Language-Marathi-5, , , , 
93,"                                93
                            ",5,Marathi - Maths-5, , , , 
94,"                                94
                            ",6,Marathi - Language-English Reader (General Series) -3, , , , 
95,"                                95
                            ",6,Marathi - Language-Marathi Bhasha Bharti-6, , , , 
96,"                                96
                            ",6,Marathi - Maths-6, , , , 
97,"                                97
                            ",6,Marathi - Sahayak Vachan-6, , , , 
98,"                                98
                            ",6,Marathi - SCIENCE-6 , , , , 
99,"                                99
                            ",6,Marathi - Social Science-6, , , , 
100,"                                100
                            ",7,Marathi - Language-English Reader (General Series) -3, , , , 
101,"                                101
                            ",7,Marathi - Language-Marathi-7, , , , 
102,"                                102
                            ",7,Marathi - Marathi Sahayak Vachan-7, , , , 
103,"                                103
                            ",7,Marathi - Maths-7, , , , 
104,"                                104
                            ",7,Marathi - Science-7, , , , 
105,"                                105
                            ",7,Marathi - Social Science-7, , , , 
106,"                                106
                            ",8,Marathi - General Hindi-8, , , , 
107,"                                107
                            ",8,Marathi - Language-English Reader (General Series) -8, , , , 
108,"                                108
                            ",8,Marathi - Language-Marathi Bhasha Bharti-8, , , , 
109,"                                109
                            ",8,Marathi - Marathi Sahayak Vachan-7, , , , 
110,"                                110
                            ",8,Marathi - Maths-8, , , , 
111,"                                111
                            ",8,Marathi - Science-8, , , , 
112,"                                112
                            ",8,Marathi - Social Science-8, , , , 
113,"                                113
                            ",1,Urdu - Language-English Reader (General Series) -1, , , , 
114,"                                114
                            ",1,Urdu - Maths-1, , , , 
115,"                                115
                            ",1,Urdu - Urdu Bharti-1, , , , 
116,"                                116
                            ",2,Urdu - Language-English Reader (General Series) -2, , , , 
117,"                                117
                            ",2,Urdu - Maths-2, , , , 
118,"                                118
                            ",2,Urdu - Urdu Bharti-2, , , , 
119,"                                119
                            ",3,Urdu - General Hindi-3, , , , 
120,"                                120
                            ",3,Urdu - Language-English Reader (General Series) -3, , , , 
121,"                                121
                            ",3,Urdu - Maths-3, , , , 
122,"                                122
                            ",3,Urdu - Urdu Bharti-3, , , , 
123,"                                123
                            ",3,Urdu - Urdu Environment Science-3, , , , 
124,"                                124
                            ",4,Urdu - Environment Science-4, , , , 
125,"                                125
                            ",4,Urdu - Language-English Reader (General Series) -4,2076, , , 
126,"                                126
                            ",4,Urdu - Maths-4,2687, , , 
127,"                                127
                            ",4,Urdu - Urdu Bharti-4,2687, , , 
128,"                                128
                            ",5,Urdu - Environment Science-5,2100, , , 
129,"                                129
                            ",5,Urdu - General Hindi-5,1969, , , 
130,"                                130
                            ",5,Urdu - Language-English Reader (General Series) -5,1969, , , 
131,"                                131
                            ",5,Urdu - Maths-5,1977, , , 
132,"                                132
                            ",5,Urdu - Urdu Bharti-5,1977, , , 
133,"                                133
                            ",6,Urdu - Language-English Reader (General Series) -6,1883, , , 
134,"                                134
                            ",6,Urdu - Maths-6,2300, , , 
135,"                                135
                            ",6,Urdu - Sahayak Wachan-6,1883, , , 
136,"                                136
                            ",6,Urdu - SCIENCE-6 ,2300, , , 
137,"                                137
                            ",6,Urdu - Social Science-6,2296, , , 
138,"                                138
                            ",6,Urdu - Urdu Bharti-6,2300, , , 
139,"                                139
                            ",7,Urdu - Language-English Reader (General Series) -7,1916, , , 
140,"                                140
                            ",7,Urdu - Maths-7,1972, , , 
141,"                                141
                            ",7,Urdu - Sahayak Wachan-7,1916, , , 
142,"                                142
                            ",7,Urdu - Science-7,1972, , , 
143,"                                143
                            ",7,Urdu - Social Science-7,1916, , , 
144,"                                144
                            ",7,Urdu - Urdu Bharti-6,1883, , , 
145,"                                145
                            ",8,Urdu - Language-English Reader (General Series) -8,1402, , , 
146,"                                146
                            ",8,Urdu - Maths-8,1746, , , 
147,"                                147
                            ",8,Urdu - Sahayak Wachan-8,1402, , , 
148,"                                148
                            ",8,Urdu - Science-8,1746, , , 
149,"                                149
                            ",8,Urdu - Social Science-8,1402, , , 
150,"                                150
                            ",8,Urdu - Urdu Bharti-8,1746, , , 
151,"                                151
                            ",8,Urdu - Urdu Bharti-8,1746, , , 
