,S.No,Class,Subject,Total projected demands,Books actually received by blocks,% of recieved books,%Pendency
48,"                                48
                            ",4,Hindi - Language-English READER ( GENERAL SERIES) -4,17859,22559,126,-26
49,"                                49
                            ",5,Hindi - BHASHA BHARTI (SPECIAL),17750,12782,72,28
50,"                                50
                            ",5,Hindi - ENVIRONMENTAL STUDY-5,17750,22390,126,-26
51,"                                51
                            ",5,Hindi - GANIT -5,26886,17372,64,36
52,"                                52
                            ",5,Hindi - Language-English READER ( GENERAL SERIES) -5,17750,22390,126,-26
53,"                                53
                            ",6,Hindi - BHASHA BHARTI-6,27548,17727,64,36
54,"                                54
                            ",6,Hindi - GANIT -6,18338,22831,124,-24
55,"                                55
                            ",6,Hindi - Language-English READER ( GENERAL SERIES) -6,18338,22831,124,-24
56,"                                56
                            ",6,Hindi - SAHAYAK WACHAN-6,18338,22831,124,-24
57,"                                57
                            ",6,Hindi - SCIENCE-6 ,18338,22831,124,-24
58,"                                58
                            ",6,Hindi - SOCIAL SCIENCE-6,18338,22831,124,-24
59,"                                59
                            ",6,Hindi - SURBHI-6,18238,17727,97,3
60,"                                60
                            ",7,Hindi - BHASHA BHARTI -7,27115,17468,64,36
61,"                                61
                            ",7,Hindi - GANIT -7,17819,22432,125,-25
62,"                                62
                            ",7,Hindi - Language-English READER ( GENERAL SERIES) -7,17819,22432,125,-25
63,"                                63
                            ",7,Hindi - SAHAYAK WACHAN-7,17819,22432,125,-25
64,"                                64
                            ",7,Hindi - SCIENCE-7 ,17819,22432,125,-25
65,"                                65
                            ",7,Hindi - SOCIAL SCIENCE-7,17819,17468,98,2
66,"                                66
                            ",7,Hindi - SURBHI-7,17819,17468,98,2
67,"                                67
                            ",8,Hindi - BHASHA BHARTI (SPECIAL),24007,20132,83,17
68,"                                68
                            ",8,Hindi - GANIT -8,15977,15117,94,6
69,"                                69
                            ",8,Hindi - Language-English READER ( GENERAL SERIES) -8,15977,15117,94,6
70,"                                70
                            ",8,Hindi - SAHAYAK WACHAN-8,15977,20132,126,-26
71,"                                71
                            ",8,Hindi - SCIENCE-8,15977,20132,126,-26
72,"                                72
                            ",8,Hindi - SOCIAL SCIENCE-8,15977,20132,126,-26
73,"                                73
                            ",8,Hindi - SURBHI-8,15977,20132,126,-26
74,"                                74
                            ",1,Marathi - Language-English Reader (General Series) -1,703,665,94,6
75,"                                75
                            ",1,Marathi - Language-Marathi-1,703,665,94,6
76,"                                76
                            ",1,Marathi - Maths-1,703,665,94,6
77,"                                77
                            ",2,Marathi - Language-English Reader (General Series) -2,582,540,92,8
78,"                                78
                            ",2,Marathi - Language-Marathi-2,703,665,94,6
79,"                                79
                            ",2,Marathi - Maths-2,582,540,92,8
80,"                                80
                            ",3,Marathi - EVS-3,582,540,92,8
81,"                                81
                            ",3,Marathi - General Hindi-3,582,540,92,8
82,"                                82
                            ",3,Marathi - Language-English Reader (General Series) -3,582,540,92,8
83,"                                83
                            ",3,Marathi - Language-Marathi-3,582,540,92,8
84,"                                84
                            ",3,Marathi - Maths-3,582,540,92,8
85,"                                85
                            ",4,Marathi - EVS-4, , , , 
86,"                                86
                            ",4,Marathi - Language-English Reader (General Series) -4, , , , 
87,"                                87
                            ",4,Marathi - Language-Marathi-4, , , , 
88,"                                88
                            ",4,Marathi - Maths-4, , , , 
89,"                                89
                            ",5,Marathi - EVS-5,20,10,50,50
90,"                                90
                            ",5,Marathi - Hindi General -5, , , , 
91,"                                91
                            ",5,Marathi - Language-English Reader (General Series) -3,20,10,50,50
92,"                                92
                            ",5,Marathi - Language-Marathi-5, , , , 
93,"                                93
                            ",5,Marathi - Maths-5,20,10,50,50
94,"                                94
                            ",6,Marathi - Language-English Reader (General Series) -3,25,10,40,60
95,"                                95
                            ",6,Marathi - Language-Marathi Bhasha Bharti-6,20,10,50,50
96,"                                96
                            ",6,Marathi - Maths-6,25,10,40,60
97,"                                97
                            ",6,Marathi - Sahayak Vachan-6,54,45,83,17
98,"                                98
                            ",6,Marathi - SCIENCE-6 ,25,10,40,60
99,"                                99
                            ",6,Marathi - Social Science-6,25,10,40,60
100,"                                100
                            ",7,Marathi - Language-English Reader (General Series) -3,16, , , 
101,"                                101
                            ",7,Marathi - Language-Marathi-7,54,45,83,17
102,"                                102
                            ",7,Marathi - Marathi Sahayak Vachan-7,16, , , 
103,"                                103
                            ",7,Marathi - Maths-7,54,45,83,17
104,"                                104
                            ",7,Marathi - Science-7,54,45,83,17
105,"                                105
                            ",7,Marathi - Social Science-7,16, , , 
106,"                                106
                            ",8,Marathi - General Hindi-8, , , , 
107,"                                107
                            ",8,Marathi - Language-English Reader (General Series) -8, , , , 
108,"                                108
                            ",8,Marathi - Language-Marathi Bhasha Bharti-8,16, , , 
109,"                                109
                            ",8,Marathi - Marathi Sahayak Vachan-7, , , , 
110,"                                110
                            ",8,Marathi - Maths-8, , , , 
111,"                                111
                            ",8,Marathi - Science-8, , , , 
112,"                                112
                            ",8,Marathi - Social Science-8, , , , 
113,"                                113
                            ",1,Urdu - Language-English Reader (General Series) -1, , , , 
114,"                                114
                            ",1,Urdu - Maths-1, , , , 
115,"                                115
                            ",1,Urdu - Urdu Bharti-1, , , , 
116,"                                116
                            ",2,Urdu - Language-English Reader (General Series) -2, , , , 
117,"                                117
                            ",2,Urdu - Maths-2, , , , 
118,"                                118
                            ",2,Urdu - Urdu Bharti-2, , , , 
119,"                                119
                            ",3,Urdu - General Hindi-3, , , , 
120,"                                120
                            ",3,Urdu - Language-English Reader (General Series) -3, , , , 
121,"                                121
                            ",3,Urdu - Maths-3, , , , 
122,"                                122
                            ",3,Urdu - Urdu Bharti-3, , , , 
123,"                                123
                            ",3,Urdu - Urdu Environment Science-3, , , , 
124,"                                124
                            ",4,Urdu - Environment Science-4, , , , 
125,"                                125
                            ",4,Urdu - Language-English Reader (General Series) -4, , , , 
126,"                                126
                            ",4,Urdu - Maths-4, , , , 
127,"                                127
                            ",4,Urdu - Urdu Bharti-4, , , , 
128,"                                128
                            ",5,Urdu - Environment Science-5, , , , 
129,"                                129
                            ",5,Urdu - General Hindi-5, , , , 
130,"                                130
                            ",5,Urdu - Language-English Reader (General Series) -5, , , , 
131,"                                131
                            ",5,Urdu - Maths-5, , , , 
132,"                                132
                            ",5,Urdu - Urdu Bharti-5, , , , 
133,"                                133
                            ",6,Urdu - Language-English Reader (General Series) -6, , , , 
134,"                                134
                            ",6,Urdu - Maths-6, , , , 
135,"                                135
                            ",6,Urdu - Sahayak Wachan-6, , , , 
136,"                                136
                            ",6,Urdu - SCIENCE-6 , , , , 
137,"                                137
                            ",6,Urdu - Social Science-6, , , , 
138,"                                138
                            ",6,Urdu - Urdu Bharti-6, , , , 
139,"                                139
                            ",7,Urdu - Language-English Reader (General Series) -7, , , , 
140,"                                140
                            ",7,Urdu - Maths-7, , , , 
141,"                                141
                            ",7,Urdu - Sahayak Wachan-7, , , , 
142,"                                142
                            ",7,Urdu - Science-7, , , , 
143,"                                143
                            ",7,Urdu - Social Science-7, , , , 
144,"                                144
                            ",7,Urdu - Urdu Bharti-6, , , , 
145,"                                145
                            ",8,Urdu - Language-English Reader (General Series) -8, , , , 
146,"                                146
                            ",8,Urdu - Maths-8, , , , 
147,"                                147
                            ",8,Urdu - Sahayak Wachan-8, , , , 
148,"                                148
                            ",8,Urdu - Science-8, , , , 
149,"                                149
                            ",8,Urdu - Social Science-8, , , , 
150,"                                150
                            ",8,Urdu - Urdu Bharti-8, , , , 
151,"                                151
                            ",8,Urdu - Urdu Bharti-8, , , , 
